location,time,cases,deaths
BRA-Amazonas,2020-03-24,47,1
BRA-Amazonas,2020-03-25,54,1
BRA-Amazonas,2020-03-26,67,1
BRA-Goiás,2020-03-26,38,1
BRA-Pernambuco,2020-03-25,46,1
BRA-Pernambuco,2020-03-26,46,3
BRA-Rio Grande do Sul,2020-03-25,162,1
BRA-Rio Grande do Sul,2020-03-26,190,1
BRA-Santa Catarina,2020-03-26,149,1
BRA-São Paulo,2020-03-17,164,1
BRA-São Paulo,2020-03-18,240,3
BRA-São Paulo,2020-03-19,286,5
BRA-São Paulo,2020-03-20,396,9
BRA-São Paulo,2020-03-21,396,15
BRA-São Paulo,2020-03-22,631,22
BRA-São Paulo,2020-03-23,745,30
BRA-São Paulo,2020-03-24,810,40
BRA-São Paulo,2020-03-25,862,48
BRA-São Paulo,2020-03-26,1052,58
BRA-Rio de Janeiro,2020-03-19,66,2
BRA-Rio de Janeiro,2020-03-21,119,3
BRA-Rio de Janeiro,2020-03-22,186,3
BRA-Rio de Janeiro,2020-03-23,233,4
BRA-Rio de Janeiro,2020-03-24,305,6
BRA-Rio de Janeiro,2020-03-25,370,8
FRA-Ile-de-France,2020-03-06,131,1
FRA-Ile-de-France,2020-03-07,161,1
FRA-Ile-de-France,2020-03-08,226,1
FRA-Ile-de-France,2020-03-09,283,1
FRA-Ile-de-France,2020-03-10,334,4
FRA-Ile-de-France,2020-03-11,512,4
FRA-Ile-de-France,2020-03-12,605,4
FRA-Ile-de-France,2020-03-18,2693,36
FRA-Ile-de-France,2020-03-19,3384,56
FRA-Ile-de-France,2020-03-20,3818,99
FRA-Ile-de-France,2020-03-21,4695,122
FRA-Ile-de-France,2020-03-22,5283,140
FRA-Ile-de-France,2020-03-23,6211,193
FRA-Ile-de-France,2020-03-24,6798,262
FRA-Ile-de-France,2020-03-25,7660,357
FRA-Nouvelle-Aquitaine,2020-03-15,152,2
FRA-Nouvelle-Aquitaine,2020-03-16,179,2
FRA-Nouvelle-Aquitaine,2020-03-17,207,2
FRA-Nouvelle-Aquitaine,2020-03-18,242,2
FRA-Nouvelle-Aquitaine,2020-03-19,305,3
FRA-Nouvelle-Aquitaine,2020-03-20,432,4
FRA-Nouvelle-Aquitaine,2020-03-21,521,7
FRA-Nouvelle-Aquitaine,2020-03-22,612,8
FRA-Nouvelle-Aquitaine,2020-03-23,676,13
FRA-Nouvelle-Aquitaine,2020-03-24,789,16
FRA-Nouvelle-Aquitaine,2020-03-25,912,25
FRA-Auvergne-Rhône-Alpes,2020-03-08,146,1
FRA-Auvergne-Rhône-Alpes,2020-03-09,182,3
FRA-Auvergne-Rhône-Alpes,2020-03-10,227,3
FRA-Auvergne-Rhône-Alpes,2020-03-11,264,3
FRA-Auvergne-Rhône-Alpes,2020-03-12,333,7
FRA-Auvergne-Rhône-Alpes,2020-03-14,454,12
FRA-Auvergne-Rhône-Alpes,2020-03-15,523,18
FRA-Auvergne-Rhône-Alpes,2020-03-16,618,20
FRA-Auvergne-Rhône-Alpes,2020-03-17,710,24
FRA-Auvergne-Rhône-Alpes,2020-03-18,858,27
FRA-Auvergne-Rhône-Alpes,2020-03-19,1014,39
FRA-Auvergne-Rhône-Alpes,2020-03-20,1101,33
FRA-Auvergne-Rhône-Alpes,2020-03-21,1266,57
FRA-Auvergne-Rhône-Alpes,2020-03-22,1431,72
FRA-Auvergne-Rhône-Alpes,2020-03-23,1738,85
FRA-Auvergne-Rhône-Alpes,2020-03-24,1857,86
FRA-Auvergne-Rhône-Alpes,2020-03-25,2093,107
FRA-Bourgogne-Franche-Comté,2020-03-10,147,1
FRA-Bourgogne-Franche-Comté,2020-03-11,165,3
FRA-Bourgogne-Franche-Comté,2020-03-12,219,5
FRA-Bourgogne-Franche-Comté,2020-03-13,272,5
FRA-Bourgogne-Franche-Comté,2020-03-14,340,6
FRA-Bourgogne-Franche-Comté,2020-03-15,412,6
FRA-Bourgogne-Franche-Comté,2020-03-16,507,6
FRA-Bourgogne-Franche-Comté,2020-03-17,549,10
FRA-Bourgogne-Franche-Comté,2020-03-18,593,20
FRA-Bourgogne-Franche-Comté,2020-03-19,696,23
FRA-Bourgogne-Franche-Comté,2020-03-20,770,28
FRA-Bourgogne-Franche-Comté,2020-03-21,903,36
FRA-Bourgogne-Franche-Comté,2020-03-22,1178,51
FRA-Bourgogne-Franche-Comté,2020-03-23,1347,62
FRA-Bourgogne-Franche-Comté,2020-03-24,1510,86
FRA-Bourgogne-Franche-Comté,2020-03-25,1569,102
FRA-Hauts-de-France,2020-02-26,2,1
FRA-Hauts-de-France,2020-03-05,74,4
FRA-Hauts-de-France,2020-03-09,181,15
FRA-Hauts-de-France,2020-03-10,222,16
FRA-Hauts-de-France,2020-03-12,349,20
FRA-Hauts-de-France,2020-03-13,397,26
FRA-Hauts-de-France,2020-03-14,466,29
FRA-Hauts-de-France,2020-03-16,587,39
FRA-Hauts-de-France,2020-03-17,613,46
FRA-Hauts-de-France,2020-03-18,668,55
FRA-Hauts-de-France,2020-03-19,719,69
FRA-Hauts-de-France,2020-03-20,759,81
FRA-Hauts-de-France,2020-03-21,856,91
FRA-Hauts-de-France,2020-03-22,943,97
FRA-Hauts-de-France,2020-03-23,1287,108
FRA-Hauts-de-France,2020-03-24,1532,123
FRA-Hauts-de-France,2020-03-25,1753,137
FRA-Grand-Est,2020-03-08,262,3
FRA-Grand-Est,2020-03-09,310,4
FRA-Grand-Est,2020-03-10,464,5
FRA-Grand-Est,2020-03-11,587,9
FRA-Grand-Est,2020-03-13,911,21
FRA-Grand-Est,2020-03-14,1085,24
FRA-Grand-Est,2020-03-15,1378,45
FRA-Grand-Est,2020-03-16,1543,51
FRA-Grand-Est,2020-03-17,1820,61
FRA-Grand-Est,2020-03-18,2163,120
FRA-Grand-Est,2020-03-19,2643,148
FRA-Grand-Est,2020-03-20,3006,183
FRA-Grand-Est,2020-03-21,3089,230
FRA-Grand-Est,2020-03-22,3395,252
FRA-Grand-Est,2020-03-23,4256,335
FRA-Grand-Est,2020-03-24,4922,407
FRA-Grand-Est,2020-03-25,5479,506
FRA-Guadeloupe,2020-03-20,51,1
FRA-Guadeloupe,2020-03-24,73,1
FRA-Guadeloupe,2020-03-25,76,1
FRA-Martinique,2020-03-18,23,1
FRA-Martinique,2020-03-19,32,1
FRA-Martinique,2020-03-20,35,1
FRA-Martinique,2020-03-21,37,1
FRA-Martinique,2020-03-22,44,1
FRA-Martinique,2020-03-23,53,1
FRA-Martinique,2020-03-24,57,1
FRA-Martinique,2020-03-25,66,1
FRA-Centre-Val-de-Loire,2020-03-17,103,1
FRA-Centre-Val-de-Loire,2020-03-18,128,1
FRA-Centre-Val-de-Loire,2020-03-19,157,1
FRA-Centre-Val-de-Loire,2020-03-20,219,2
FRA-Centre-Val-de-Loire,2020-03-21,254,2
FRA-Centre-Val-de-Loire,2020-03-22,291,3
FRA-Centre-Val-de-Loire,2020-03-23,361,8
FRA-Centre-Val-de-Loire,2020-03-24,450,9
FRA-Centre-Val-de-Loire,2020-03-25,561,13
FRA-Normandie,2020-03-07,11,1
FRA-Normandie,2020-03-08,22,1
FRA-Normandie,2020-03-09,25,1
FRA-Normandie,2020-03-10,39,1
FRA-Normandie,2020-03-11,57,1
FRA-Normandie,2020-03-12,68,1
FRA-Normandie,2020-03-13,97,1
FRA-Normandie,2020-03-14,127,1
FRA-Normandie,2020-03-15,143,1
FRA-Normandie,2020-03-18,208,3
FRA-Normandie,2020-03-19,241,5
FRA-Normandie,2020-03-20,287,7
FRA-Normandie,2020-03-21,345,7
FRA-Normandie,2020-03-22,462,9
FRA-Normandie,2020-03-23,511,10
FRA-Normandie,2020-03-24,586,16
FRA-Normandie,2020-03-25,688,19
FRA-Pays-de-la-Loire,2020-03-17,126,1
FRA-Pays-de-la-Loire,2020-03-18,128,1
FRA-Pays-de-la-Loire,2020-03-19,160,3
FRA-Pays-de-la-Loire,2020-03-20,190,3
FRA-Pays-de-la-Loire,2020-03-21,234,3
FRA-Pays-de-la-Loire,2020-03-22,270,4
FRA-Pays-de-la-Loire,2020-03-23,293,10
FRA-Pays-de-la-Loire,2020-03-24,343,14
FRA-Pays-de-la-Loire,2020-03-25,379,17
FRA-Bretagne,2020-03-11,94,1
FRA-Bretagne,2020-03-12,120,3
FRA-Bretagne,2020-03-13,157,3
FRA-Bretagne,2020-03-14,182,3
FRA-Bretagne,2020-03-15,207,3
FRA-Bretagne,2020-03-16,233,3
FRA-Bretagne,2020-03-17,247,3
FRA-Bretagne,2020-03-18,273,7
FRA-Bretagne,2020-03-19,297,10
FRA-Bretagne,2020-03-20,346,12
FRA-Bretagne,2020-03-21,359,15
FRA-Bretagne,2020-03-22,446,17
FRA-Bretagne,2020-03-23,490,23
FRA-Bretagne,2020-03-24,526,25
FRA-Bretagne,2020-03-25,603,28
FRA-Occitanie,2020-03-15,254,1
FRA-Occitanie,2020-03-16,284,3
FRA-Occitanie,2020-03-17,313,5
FRA-Occitanie,2020-03-18,389,10
FRA-Occitanie,2020-03-19,472,17
FRA-Occitanie,2020-03-20,537,23
FRA-Occitanie,2020-03-21,611,27
FRA-Occitanie,2020-03-22,671,30
FRA-Occitanie,2020-03-23,781,32
FRA-Occitanie,2020-03-24,900,40
FRA-Occitanie,2020-03-25,1082,46
FRA-Provence-Alpes-Côte-dAzur,2020-03-17,481,4
FRA-Provence-Alpes-Côte-dAzur,2020-03-18,574,7
FRA-Provence-Alpes-Côte-dAzur,2020-03-19,693,9
FRA-Provence-Alpes-Côte-dAzur,2020-03-20,826,11
FRA-Provence-Alpes-Côte-dAzur,2020-03-21,1041,13
FRA-Provence-Alpes-Côte-dAzur,2020-03-22,1372,15
FRA-Provence-Alpes-Côte-dAzur,2020-03-23,1510,20
FRA-Provence-Alpes-Côte-dAzur,2020-03-24,1595,26
FRA-Provence-Alpes-Côte-dAzur,2020-03-25,1927,33
FRA-Corse,2020-03-09,38,1
FRA-Corse,2020-03-10,42,2
FRA-Corse,2020-03-11,51,3
FRA-Corse,2020-03-12,64,3
FRA-Corse,2020-03-13,85,5
FRA-Corse,2020-03-14,106,5
FRA-Corse,2020-03-15,115,5
FRA-Corse,2020-03-16,126,7
FRA-Corse,2020-03-19,164,1
FRA-Corse,2020-03-20,168,3
FRA-Corse,2020-03-21,173,4
FRA-Corse,2020-03-22,183,6
FRA-Corse,2020-03-23,203,11
FRA-Corse,2020-03-24,218,12
FRA-Corse,2020-03-25,233,15
FRA-Corse,2020-03-26,250,21
DEU-Baden-Württemberg,2020-03-12,454,1
DEU-Baden-Württemberg,2020-03-13,454,1
DEU-Baden-Württemberg,2020-03-14,569,2
DEU-Baden-Württemberg,2020-03-15,827,3
DEU-Baden-Württemberg,2020-03-16,1105,3
DEU-Baden-Württemberg,2020-03-17,1479,2
DEU-Baden-Württemberg,2020-03-18,1609,2
DEU-Baden-Württemberg,2020-03-19,2155,6
DEU-Baden-Württemberg,2020-03-20,2746,10
DEU-Baden-Württemberg,2020-03-21,3668,16
DEU-Baden-Württemberg,2020-03-22,3807,21
DEU-Baden-Württemberg,2020-03-23,3811,21
DEU-Baden-Württemberg,2020-03-24,5348,30
DEU-Baden-Württemberg,2020-03-25,6069,37
DEU-Baden-Württemberg,2020-03-26,7283,56
DEU-Bayern,2020-03-12,500,1
DEU-Bayern,2020-03-13,558,1
DEU-Bayern,2020-03-14,681,1
DEU-Bayern,2020-03-15,886,4
DEU-Bayern,2020-03-16,1067,5
DEU-Bayern,2020-03-17,1109,4
DEU-Bayern,2020-03-18,1243,4
DEU-Bayern,2020-03-19,1692,8
DEU-Bayern,2020-03-20,2401,12
DEU-Bayern,2020-03-21,2960,19
DEU-Bayern,2020-03-22,3650,21
DEU-Bayern,2020-03-23,4892,26
DEU-Bayern,2020-03-24,5754,30
DEU-Bayern,2020-03-25,6558,37
DEU-Bayern,2020-03-26,7993,47
DEU-Berlin,2020-03-21,866,1
DEU-Berlin,2020-03-22,1024,1
DEU-Berlin,2020-03-23,1077,1
DEU-Berlin,2020-03-24,1220,1
DEU-Berlin,2020-03-25,1428,2
DEU-Berlin,2020-03-26,1656,4
DEU-Brandenburg,2020-03-25,429,1
DEU-Brandenburg,2020-03-26,477,1
DEU-Bremen,2020-03-26,211,1
DEU-Hessen,2020-03-20,813,1
DEU-Hessen,2020-03-21,1080,2
DEU-Hessen,2020-03-22,1175,2
DEU-Hessen,2020-03-23,1347,3
DEU-Hessen,2020-03-24,1620,4
DEU-Hessen,2020-03-25,1754,4
DEU-Hessen,2020-03-26,2157,6
DEU-Niedersachsen,2020-03-22,1306,1
DEU-Niedersachsen,2020-03-23,1483,4
DEU-Niedersachsen,2020-03-24,1764,6
DEU-Niedersachsen,2020-03-25,2140,7
DEU-Niedersachsen,2020-03-26,2347,8
DEU-Nordrhein-Westfalen,2020-03-09,484,2
DEU-Nordrhein-Westfalen,2020-03-10,484,2
DEU-Nordrhein-Westfalen,2020-03-11,484,3
DEU-Nordrhein-Westfalen,2020-03-12,688,3
DEU-Nordrhein-Westfalen,2020-03-13,936,3
DEU-Nordrhein-Westfalen,2020-03-14,1154,5
DEU-Nordrhein-Westfalen,2020-03-15,1407,5
DEU-Nordrhein-Westfalen,2020-03-16,1541,5
DEU-Nordrhein-Westfalen,2020-03-17,2105,6
DEU-Nordrhein-Westfalen,2020-03-18,2372,6
DEU-Nordrhein-Westfalen,2020-03-19,3033,6
DEU-Nordrhein-Westfalen,2020-03-20,3497,6
DEU-Nordrhein-Westfalen,2020-03-21,3542,6
DEU-Nordrhein-Westfalen,2020-03-22,3545,6
DEU-Nordrhein-Westfalen,2020-03-23,5615,28
DEU-Nordrhein-Westfalen,2020-03-24,6318,33
DEU-Nordrhein-Westfalen,2020-03-25,7197,43
DEU-Nordrhein-Westfalen,2020-03-26,7924,53
DEU-Rheinland-Pfalz,2020-03-20,801,1
DEU-Rheinland-Pfalz,2020-03-21,938,1
DEU-Rheinland-Pfalz,2020-03-22,1053,2
DEU-Rheinland-Pfalz,2020-03-23,1177,2
DEU-Rheinland-Pfalz,2020-03-24,1370,5
DEU-Rheinland-Pfalz,2020-03-25,1591,5
DEU-Rheinland-Pfalz,2020-03-26,1816,6
DEU-Saarland,2020-03-24,337,1
DEU-Saarland,2020-03-25,403,2
DEU-Saarland,2020-03-26,433,2
DEU-Sachsen,2020-03-24,811,1
DEU-Sachsen,2020-03-25,959,6
DEU-Sachsen,2020-03-26,1141,7
DEU-Sachsen-Anhalt,2020-03-25,375,1
DEU-Sachsen-Anhalt,2020-03-26,418,1
DEU-Schleswig-Holstein,2020-03-20,266,1
DEU-Schleswig-Holstein,2020-03-21,308,1
DEU-Schleswig-Holstein,2020-03-22,347,1
DEU-Schleswig-Holstein,2020-03-23,383,1
DEU-Schleswig-Holstein,2020-03-24,478,2
DEU-Schleswig-Holstein,2020-03-25,577,3
DEU-Schleswig-Holstein,2020-03-26,675,3
DEU-Thüringen,2020-03-24,327,1
DEU-Thüringen,2020-03-25,394,1
DEU-Thüringen,2020-03-26,468,3
ITA-Abruzzo,2020-03-10,38,1
ITA-Abruzzo,2020-03-11,38,1
ITA-Abruzzo,2020-03-12,84,2
ITA-Abruzzo,2020-03-13,89,2
ITA-Abruzzo,2020-03-14,112,2
ITA-Abruzzo,2020-03-15,137,3
ITA-Abruzzo,2020-03-16,176,4
ITA-Abruzzo,2020-03-17,229,6
ITA-Abruzzo,2020-03-18,263,7
ITA-Abruzzo,2020-03-19,385,11
ITA-Abruzzo,2020-03-20,449,17
ITA-Abruzzo,2020-03-21,529,22
ITA-Abruzzo,2020-03-22,587,33
ITA-Abruzzo,2020-03-23,663,38
ITA-Abruzzo,2020-03-24,689,46
ITA-Abruzzo,2020-03-25,813,52
ITA-Abruzzo,2020-03-26,946,63
ITA-Basilicata,2020-03-23,90,1
ITA-Basilicata,2020-03-24,92,1
ITA-Basilicata,2020-03-25,113,1
ITA-Basilicata,2020-03-26,134,1
ITA-P.A. Bolzano,2020-03-12,104,1
ITA-P.A. Bolzano,2020-03-13,125,2
ITA-P.A. Bolzano,2020-03-14,173,3
ITA-P.A. Bolzano,2020-03-15,204,5
ITA-P.A. Bolzano,2020-03-16,241,6
ITA-P.A. Bolzano,2020-03-17,291,8
ITA-P.A. Bolzano,2020-03-18,376,9
ITA-P.A. Bolzano,2020-03-19,436,14
ITA-P.A. Bolzano,2020-03-20,548,17
ITA-P.A. Bolzano,2020-03-21,621,20
ITA-P.A. Bolzano,2020-03-22,678,23
ITA-P.A. Bolzano,2020-03-23,724,29
ITA-P.A. Bolzano,2020-03-24,781,38
ITA-P.A. Bolzano,2020-03-25,858,43
ITA-P.A. Bolzano,2020-03-26,906,48
ITA-Calabria,2020-03-15,68,1
ITA-Calabria,2020-03-16,89,1
ITA-Calabria,2020-03-17,114,1
ITA-Calabria,2020-03-18,129,1
ITA-Calabria,2020-03-19,169,3
ITA-Calabria,2020-03-20,207,4
ITA-Calabria,2020-03-21,235,5
ITA-Calabria,2020-03-22,273,8
ITA-Calabria,2020-03-23,292,7
ITA-Calabria,2020-03-24,319,10
ITA-Calabria,2020-03-25,351,11
ITA-Calabria,2020-03-26,393,14
ITA-Campania,2020-03-11,154,1
ITA-Campania,2020-03-12,179,1
ITA-Campania,2020-03-13,220,2
ITA-Campania,2020-03-14,272,6
ITA-Campania,2020-03-15,333,9
ITA-Campania,2020-03-16,400,9
ITA-Campania,2020-03-17,460,9
ITA-Campania,2020-03-18,460,9
ITA-Campania,2020-03-19,652,17
ITA-Campania,2020-03-20,749,17
ITA-Campania,2020-03-21,844,22
ITA-Campania,2020-03-22,936,29
ITA-Campania,2020-03-23,1026,49
ITA-Campania,2020-03-24,1101,56
ITA-Campania,2020-03-25,1199,74
ITA-Campania,2020-03-26,1310,83
ITA-Emilia Romagna,2020-02-26,47,1
ITA-Emilia Romagna,2020-02-27,97,1
ITA-Emilia Romagna,2020-02-28,145,2
ITA-Emilia Romagna,2020-02-29,217,4
ITA-Emilia Romagna,2020-03-01,285,8
ITA-Emilia Romagna,2020-03-02,335,11
ITA-Emilia Romagna,2020-03-03,420,18
ITA-Emilia Romagna,2020-03-04,544,22
ITA-Emilia Romagna,2020-03-05,698,30
ITA-Emilia Romagna,2020-03-06,870,37
ITA-Emilia Romagna,2020-03-07,1010,48
ITA-Emilia Romagna,2020-03-08,1180,56
ITA-Emilia Romagna,2020-03-09,1386,70
ITA-Emilia Romagna,2020-03-10,1533,85
ITA-Emilia Romagna,2020-03-11,1739,113
ITA-Emilia Romagna,2020-03-12,1947,146
ITA-Emilia Romagna,2020-03-13,2263,201
ITA-Emilia Romagna,2020-03-14,2644,241
ITA-Emilia Romagna,2020-03-15,3093,284
ITA-Emilia Romagna,2020-03-16,3522,346
ITA-Emilia Romagna,2020-03-17,3931,393
ITA-Emilia Romagna,2020-03-18,4525,458
ITA-Emilia Romagna,2020-03-19,5214,531
ITA-Emilia Romagna,2020-03-20,5968,640
ITA-Emilia Romagna,2020-03-21,6705,715
ITA-Emilia Romagna,2020-03-22,7555,816
ITA-Emilia Romagna,2020-03-23,8535,892
ITA-Emilia Romagna,2020-03-24,9254,985
ITA-Emilia Romagna,2020-03-25,10054,1077
ITA-Emilia Romagna,2020-03-26,10816,1174
ITA-Friuli Venezia Giulia,2020-03-08,57,1
ITA-Friuli Venezia Giulia,2020-03-09,93,1
ITA-Friuli Venezia Giulia,2020-03-10,116,3
ITA-Friuli Venezia Giulia,2020-03-11,126,6
ITA-Friuli Venezia Giulia,2020-03-12,167,8
ITA-Friuli Venezia Giulia,2020-03-13,257,10
ITA-Friuli Venezia Giulia,2020-03-14,301,13
ITA-Friuli Venezia Giulia,2020-03-15,347,14
ITA-Friuli Venezia Giulia,2020-03-16,386,22
ITA-Friuli Venezia Giulia,2020-03-17,394,30
ITA-Friuli Venezia Giulia,2020-03-18,462,31
ITA-Friuli Venezia Giulia,2020-03-19,599,36
ITA-Friuli Venezia Giulia,2020-03-20,656,38
ITA-Friuli Venezia Giulia,2020-03-21,790,42
ITA-Friuli Venezia Giulia,2020-03-22,874,47
ITA-Friuli Venezia Giulia,2020-03-23,930,54
ITA-Friuli Venezia Giulia,2020-03-24,992,64
ITA-Friuli Venezia Giulia,2020-03-25,1139,70
ITA-Friuli Venezia Giulia,2020-03-26,1223,72
ITA-Lazio,2020-03-06,54,1
ITA-Lazio,2020-03-07,76,1
ITA-Lazio,2020-03-08,87,3
ITA-Lazio,2020-03-09,102,5
ITA-Lazio,2020-03-10,116,6
ITA-Lazio,2020-03-11,150,6
ITA-Lazio,2020-03-12,200,9
ITA-Lazio,2020-03-13,277,11
ITA-Lazio,2020-03-14,357,13
ITA-Lazio,2020-03-15,436,16
ITA-Lazio,2020-03-16,523,19
ITA-Lazio,2020-03-17,607,23
ITA-Lazio,2020-03-18,724,32
ITA-Lazio,2020-03-19,823,38
ITA-Lazio,2020-03-20,1008,43
ITA-Lazio,2020-03-21,1190,50
ITA-Lazio,2020-03-22,1383,53
ITA-Lazio,2020-03-23,1540,63
ITA-Lazio,2020-03-24,1728,80
ITA-Lazio,2020-03-25,1901,95
ITA-Lazio,2020-03-26,2096,106
ITA-Liguria,2020-03-03,24,1
ITA-Liguria,2020-03-04,26,1
ITA-Liguria,2020-03-05,28,3
ITA-Liguria,2020-03-06,32,3
ITA-Liguria,2020-03-07,51,4
ITA-Liguria,2020-03-08,78,6
ITA-Liguria,2020-03-09,109,7
ITA-Liguria,2020-03-10,141,8
ITA-Liguria,2020-03-11,194,8
ITA-Liguria,2020-03-12,274,11
ITA-Liguria,2020-03-13,345,17
ITA-Liguria,2020-03-14,463,27
ITA-Liguria,2020-03-15,559,33
ITA-Liguria,2020-03-16,667,50
ITA-Liguria,2020-03-17,778,60
ITA-Liguria,2020-03-18,887,73
ITA-Liguria,2020-03-19,1059,91
ITA-Liguria,2020-03-20,1221,119
ITA-Liguria,2020-03-21,1436,152
ITA-Liguria,2020-03-22,1665,171
ITA-Liguria,2020-03-23,1924,212
ITA-Liguria,2020-03-24,2116,231
ITA-Liguria,2020-03-25,2305,254
ITA-Liguria,2020-03-26,2567,280
ITA-Lombardia,2020-02-24,172,6
ITA-Lombardia,2020-02-25,240,9
ITA-Lombardia,2020-02-26,258,9
ITA-Lombardia,2020-02-27,403,14
ITA-Lombardia,2020-02-28,531,17
ITA-Lombardia,2020-02-29,615,23
ITA-Lombardia,2020-03-01,984,24
ITA-Lombardia,2020-03-02,1254,38
ITA-Lombardia,2020-03-03,1520,55
ITA-Lombardia,2020-03-04,1820,73
ITA-Lombardia,2020-03-05,2251,98
ITA-Lombardia,2020-03-06,2612,135
ITA-Lombardia,2020-03-07,3420,154
ITA-Lombardia,2020-03-08,4189,267
ITA-Lombardia,2020-03-09,5469,333
ITA-Lombardia,2020-03-10,5791,468
ITA-Lombardia,2020-03-11,7280,617
ITA-Lombardia,2020-03-12,8725,744
ITA-Lombardia,2020-03-13,9820,890
ITA-Lombardia,2020-03-14,11685,966
ITA-Lombardia,2020-03-15,13272,1218
ITA-Lombardia,2020-03-16,14649,1420
ITA-Lombardia,2020-03-17,16220,1640
ITA-Lombardia,2020-03-18,17713,1959
ITA-Lombardia,2020-03-19,19884,2168
ITA-Lombardia,2020-03-20,22264,2549
ITA-Lombardia,2020-03-21,25515,3095
ITA-Lombardia,2020-03-22,27206,3456
ITA-Lombardia,2020-03-23,28761,3776
ITA-Lombardia,2020-03-24,30703,4178
ITA-Lombardia,2020-03-25,32346,4474
ITA-Lombardia,2020-03-26,34889,4861
ITA-Marche,2020-03-02,35,1
ITA-Marche,2020-03-03,61,2
ITA-Marche,2020-03-04,84,4
ITA-Marche,2020-03-05,124,4
ITA-Marche,2020-03-06,159,4
ITA-Marche,2020-03-07,207,6
ITA-Marche,2020-03-08,272,7
ITA-Marche,2020-03-09,323,10
ITA-Marche,2020-03-10,394,13
ITA-Marche,2020-03-11,479,18
ITA-Marche,2020-03-12,592,22
ITA-Marche,2020-03-13,725,27
ITA-Marche,2020-03-14,899,36
ITA-Marche,2020-03-15,1133,46
ITA-Marche,2020-03-16,1242,57
ITA-Marche,2020-03-17,1371,69
ITA-Marche,2020-03-18,1568,92
ITA-Marche,2020-03-19,1737,115
ITA-Marche,2020-03-20,1981,137
ITA-Marche,2020-03-21,2153,154
ITA-Marche,2020-03-22,2421,184
ITA-Marche,2020-03-23,2569,203
ITA-Marche,2020-03-24,2736,231
ITA-Marche,2020-03-25,2934,287
ITA-Marche,2020-03-26,3114,310
ITA-Molise,2020-03-16,21,1
ITA-Molise,2020-03-17,25,1
ITA-Molise,2020-03-18,28,1
ITA-Molise,2020-03-19,46,2
ITA-Molise,2020-03-20,50,5
ITA-Molise,2020-03-21,61,7
ITA-Molise,2020-03-22,66,7
ITA-Molise,2020-03-23,67,7
ITA-Molise,2020-03-24,73,8
ITA-Molise,2020-03-25,73,8
ITA-Molise,2020-03-26,103,8
ITA-Piemonte,2020-03-05,108,2
ITA-Piemonte,2020-03-06,143,4
ITA-Piemonte,2020-03-07,207,5
ITA-Piemonte,2020-03-08,360,5
ITA-Piemonte,2020-03-09,350,13
ITA-Piemonte,2020-03-10,453,17
ITA-Piemonte,2020-03-11,501,21
ITA-Piemonte,2020-03-12,580,26
ITA-Piemonte,2020-03-13,840,46
ITA-Piemonte,2020-03-14,873,59
ITA-Piemonte,2020-03-15,1111,81
ITA-Piemonte,2020-03-16,1516,111
ITA-Piemonte,2020-03-17,1897,133
ITA-Piemonte,2020-03-18,2341,154
ITA-Piemonte,2020-03-19,2932,175
ITA-Piemonte,2020-03-20,3461,209
ITA-Piemonte,2020-03-21,3752,238
ITA-Piemonte,2020-03-22,4420,283
ITA-Piemonte,2020-03-23,4861,315
ITA-Piemonte,2020-03-24,5515,374
ITA-Piemonte,2020-03-25,6024,449
ITA-Piemonte,2020-03-26,6534,449
ITA-Puglia,2020-03-04,9,1
ITA-Puglia,2020-03-05,14,1
ITA-Puglia,2020-03-06,17,1
ITA-Puglia,2020-03-07,26,2
ITA-Puglia,2020-03-08,40,3
ITA-Puglia,2020-03-09,50,3
ITA-Puglia,2020-03-10,59,3
ITA-Puglia,2020-03-11,77,5
ITA-Puglia,2020-03-12,104,5
ITA-Puglia,2020-03-13,129,5
ITA-Puglia,2020-03-14,166,8
ITA-Puglia,2020-03-15,230,16
ITA-Puglia,2020-03-16,230,16
ITA-Puglia,2020-03-17,340,18
ITA-Puglia,2020-03-18,383,19
ITA-Puglia,2020-03-19,478,25
ITA-Puglia,2020-03-20,581,26
ITA-Puglia,2020-03-21,675,29
ITA-Puglia,2020-03-22,786,31
ITA-Puglia,2020-03-23,906,37
ITA-Puglia,2020-03-24,1005,44
ITA-Puglia,2020-03-25,1093,48
ITA-Puglia,2020-03-26,1182,65
ITA-Sardegna,2020-03-15,77,2
ITA-Sardegna,2020-03-16,107,2
ITA-Sardegna,2020-03-17,117,2
ITA-Sardegna,2020-03-18,134,2
ITA-Sardegna,2020-03-19,206,2
ITA-Sardegna,2020-03-20,293,2
ITA-Sardegna,2020-03-21,330,4
ITA-Sardegna,2020-03-22,339,7
ITA-Sardegna,2020-03-23,359,11
ITA-Sardegna,2020-03-24,421,15
ITA-Sardegna,2020-03-25,442,18
ITA-Sardegna,2020-03-26,494,19
ITA-Sicilia,2020-03-12,115,2
ITA-Sicilia,2020-03-13,130,2
ITA-Sicilia,2020-03-14,156,2
ITA-Sicilia,2020-03-15,188,2
ITA-Sicilia,2020-03-16,213,2
ITA-Sicilia,2020-03-17,237,3
ITA-Sicilia,2020-03-18,282,3
ITA-Sicilia,2020-03-19,340,4
ITA-Sicilia,2020-03-20,408,4
ITA-Sicilia,2020-03-21,490,6
ITA-Sicilia,2020-03-22,630,8
ITA-Sicilia,2020-03-23,721,13
